label,id,fea_1,fea_2,fea_3,fea_4,fea_5,fea_6,fea_7,fea_8,fea_9,fea_10,fea_11,OVD_t1_sum,OVD_t1_mean,OVD_t1_max,OVD_t2_sum,OVD_t2_mean,OVD_t2_max,OVD_t3_sum,OVD_t3_mean,OVD_t3_max,OVD_sum_sum,OVD_sum_mean,OVD_sum_max,pay_normal_sum,pay_normal_mean,prod_limit_mean,prod_limit_max,new_balance_sum,new_balance_mean,highest_balance_max,ovd_to_normal_ratio,ovd_t1_proportion,ovd_t2_proportion,ovd_t3_proportion,ovd_severity,has_any_ovd,has_ovd_t2,has_ovd_t3,has_multiple_ovd_types,credit_utilization,max_utilization,balance_growth,payment_capacity,ovd_max_per_transaction,consistency_score,risk_score,ovd_frequency,normal_payment_frequency,ovd_sum_squared,ovd_sum_log,pay_normal_log,ovd_exponential_ratio,severe_ovd_high_util,ovd_low_payment,danger_score,ovd_category,utilization_category,ovd_x_fea_1,consistency_x_fea_1,ovd_x_fea_3,consistency_x_fea_3,ovd_x_fea_5,consistency_x_fea_5,ovd_x_fea_6,consistency_x_fea_6,ovd_x_fea_7,consistency_x_fea_7,ovd_x_fea_9,consistency_x_fea_9,ovd_per_payment,severe_ovd_ratio,payment_reliability
0,59003965,4,0.0,2,76000.0,2,8,9,113,4,60091,158.4077018,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,44,14.666666666666666,89100.0,112200.0,483.59999999999997,161.2,34147.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.001809182837454125,0.3043377510004367,210.52404438964243,0.000493821618163657,0,14.666666666666666,0.0,0.0,14.666666666666666,0,0.0,3.8066624897703196,0.0,0.0,0.0,0.0,0,1,0,58.666666666666664,0,29.333333333333332,0,29.333333333333332,0,117.33333333333333,0,132.0,0,58.666666666666664,0.0,0.0,0.9777777777777777
0,58992002,7,1365.5,1,96000.0,2,11,-1,78,3,60025,178.8854382,15,0.8333333333333334,8,12,0.6666666666666666,5,2,0.1111111111111111,2,1457,80.94444444444444,600,113,6.277777777777778,0.0,0.0,87171.6,4842.866666666667,320592.0,12.780701754385966,0.0102880658436214,0.00823045267489712,0.0013717421124828531,0.030864197530864196,1,1,1,0,0.0,0.0,66.18514134713314,0.0,600,0.07661016949152542,0.0,80.94444444444444,6.277777777777778,2122849,7.284820912568604,4.736198448394496,22025.465794806718,0.0,12.780701754385964,0.2631578947368421,4,0,10199,0.536271186440678,1457,0.07661016949152542,2914,0.15322033898305085,16027,0.8427118644067797,-1457,-0.07661016949152542,4371,0.22983050847457626,0.9274347549331636,0.0013717421124828531,0.07192870782940802
0,54987675,7,1257.5,3,126000.0,2,11,5,105,3,151300,1.0,10,1.6666666666666667,6,4,0.6666666666666666,4,2,0.3333333333333333,2,692,115.33333333333333,630,113,18.833333333333332,33000.0,33000.0,31140.0,5190.0,100500.0,6.0701754385964914,0.01443001443001443,0.005772005772005772,0.002886002886002886,0.03463203463203463,1,1,1,0,0.1572679615769219,3.045362261749644,19.360431516085534,0.0034241386624647738,630,0.16189111747851004,0.9546441176423681,115.33333333333333,18.833333333333332,478864,6.541029999189903,4.736198448394496,431.7565971250447,0.3145359231538438,6.070175438596491,0.12280701754385964,4,1,4844,1.1332378223495703,2076,0.4856733524355301,1384,0.3237822349570201,7612,1.7808022922636104,3460,0.8094555873925502,2076,0.4856733524355301,0.858560794044665,0.002886002886002886,0.1401985111662531
0,58998405,4,1214.0,3,81000.0,2,8,5,111,1,60043,202.4845673,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,53,10.6,99550.0,100100.0,242221.2,48444.240000000005,200500.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.4866273568321765,2.002976993236831,4.138693502189276,0.0005323904330443692,0,10.6,0.0,0.0,10.6,0,0.0,3.9889840465642745,0.0,0.0,0.0,0.0,0,2,0,42.4,0,31.799999999999997,0,21.2,0,84.8,0,53.0,0,10.6,0.0,0.0,0.9814814814814815
1,58993173,7,1241.0,3,78000.0,1,11,5,105,5,60074,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,18,9.0,88000.0,88000.0,704337.6000000001,352168.80000000005,656938.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4.001872705991978,7.465119714548698,1.8654012922175607,0.00020454313019170237,0,9.0,0.0,0.0,9.0,0,0.0,2.9444389791664403,0.0,0.0,0.0,0.0,0,4,0,63.0,0,27.0,0,9.0,0,99.0,0,45.0,0,45.0,0.0,0.0,0.9473684210526315
1,54985924,7,1241.0,1,111000.0,2,11,5,90,5,350068,223.6067977,1,0.16666666666666666,1,0,0.0,0,0,0.0,0,13,2.1666666666666665,13,104,17.333333333333332,77366.66666666667,122100.0,34971.6,5828.599999999999,83039.0,0.12380952380952381,0.07142857142857142,0.0,0.0,0.07142857142857142,1,0,0,0,0.07533638083092419,0.6800845201922998,14.244373541923975,0.0013442307940871078,13,5.473684210526316,0.009327361436209661,2.1666666666666665,17.333333333333332,169,2.6390573296152584,4.653960350157523,0.13180026946264012,0.0,0.12380952380952381,0.0,3,1,91,38.31578947368421,13,5.473684210526316,26,10.947368421052632,143,60.21052631578947,65,27.36842105263158,65,27.36842105263158,0.11016949152542373,0.0,0.8813559322033898
1,59000383,4,0.0,2,47000.0,2,8,9,107,5,151300,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,11,5.5,22000.0,22000.0,49538.4,24769.2,47632.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1.125821553565747,2.1649925003408934,1.9229558098037156,0.0004999772737602836,0,5.5,0.0,0.0,5.5,0,0.0,2.4849066497880004,0.0,0.0,0.0,0.0,0,4,0,22.0,0,11.0,0,11.0,0,44.0,0,49.5,0,27.5,0.0,0.0,0.9166666666666666
0,58994740,7,0.0,2,77000.0,2,11,9,114,5,510000,159.69971819999998,1,0.2,1,5,1.0,5,2,0.4,2,589,117.8,589,111,22.2,0.0,0.0,18484.8,3696.96,50500.0,5.258928571428571,0.001694915254237288,0.00847457627118644,0.003389830508474576,0.0288135593220339,1,1,1,0,0.0,0.0,13.656178000843708,0.0,589,0.18686868686868688,0.0,117.8,22.2,346921,6.380122536899765,4.718498871295094,191.27537156899962,0.0,5.258928571428571,0.14285714285714285,4,0,4123,1.3080808080808082,1178,0.37373737373737376,1178,0.37373737373737376,6479,2.055555555555556,5301,1.6818181818181819,2945,0.9343434343434344,0.8402282453637661,0.003389830508474576,0.15834522111269614
0,59004503,4,1305.5,1,129000.0,2,8,5,81,5,60014,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,17,8.5,91850.0,106700.0,3842.4,1921.2,23703.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.020916484306104453,0.22214412236061518,12.331183019456873,0.00018508236165093466,0,8.5,0.0,0.0,8.5,0,0.0,2.8903717578961645,0.0,0.0,0.0,0.0,0,1,0,34.0,0,8.5,0,17.0,0,68.0,0,42.5,0,42.5,0.0,0.0,0.9444444444444444
0,58991241,7,1277.0,1,150000.0,2,11,5,95,5,60015,1.0,1,0.5,1,0,0.0,0,0,0.0,0,1,0.5,1,62,31.0,85800.0,137500.0,90808.8,45404.4,93055.0,0.015873015873015872,0.5,0.0,0.0,0.5,1,0,0,0,0.5291826435589329,0.6767587144820765,2.0494258392173617,0.0007226023006724863,1,20.666666666666668,0.008399724500935441,0.5,31.0,1,0.6931471805599453,4.143134726391533,0.015999661384249686,0.0,0.015873015873015872,0.0,1,2,7,144.66666666666669,1,20.666666666666668,2,41.333333333333336,11,227.33333333333334,5,103.33333333333334,5,103.33333333333334,0.015625,0.0,0.96875
0,54991685,4,1304.0,1,35000.0,2,8,5,105,3,340019,181.6590212,4,1.3333333333333333,4,4,1.3333333333333333,4,0,0.0,0,212,70.66666666666667,212,29,9.666666666666666,0.0,0.0,8898.0,2966.0,58400.0,7.066666666666666,0.018779342723004695,0.018779342723004695,0.0,0.056338028169014086,1,1,0,0,0.0,0.0,19.68318166498146,0.0,212,0.13488372093023254,0.0,70.66666666666667,9.666666666666666,44944,5.3612921657094255,3.4011973816621555,1171.2340677032946,0.0,7.066666666666666,0.26666666666666666,4,0,848,0.5395348837209302,212,0.13488372093023254,424,0.2697674418604651,1696,1.0790697674418603,1060,0.6744186046511627,636,0.4046511627906976,0.8760330578512396,0.0,0.11983471074380166
0,59003773,4,1320.5,3,164000.0,1,8,5,105,5,151300,187.08286930000003,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,36,18.0,138600.0,138600.0,34690.8,17345.4,32108.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.12514628321584984,0.23165778024689576,1.850989254254485,0.0002597383857259327,0,18.0,0.0,0.0,18.0,0,0.0,3.6109179126442243,0.0,0.0,0.0,0.0,0,1,0,72.0,0,54.0,0,18.0,0,144.0,0,90.0,0,90.0,0.0,0.0,0.972972972972973
0,58991607,7,1290.5,3,119000.0,2,11,9,85,3,151300,200.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,88,14.666666666666666,43450.0,73700.0,240670.8,40111.799999999996,100500.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.9231502151849208,1.3636178613587333,2.5054346742187037,0.0020252698441923086,0,14.666666666666666,0.0,0.0,14.666666666666666,0,0.0,4.48863636973214,0.0,0.0,0.0,0.0,0,3,0,102.66666666666666,0,44.0,0,29.333333333333332,0,161.33333333333331,0,132.0,0,44.0,0.0,0.0,0.9887640449438202
1,59004540,4,0.0,2,34000.0,2,8,5,100,5,72049,163.29421299999998,9,0.8181818181818182,9,12,1.0909090909090908,12,1,0.09090909090909091,1,2091,190.0909090909091,1191,122,11.090909090909092,9350.0,13200.0,2565973.2,233270.29090909092,1800500.0,17.0,0.004302103250478011,0.0057361376673040155,0.0004780114722753346,0.017208413001912046,1,1,1,0,24.946026190684517,136.3911824861753,7.718480885424002,0.013046732969735858,1191,0.058039961941008564,424.08244524163683,190.0909090909091,11.090909090909092,4372281,7.645875825184813,4.812184355372417,22025.465794806718,24.946026190684517,17.000000000000004,0.21951219512195122,4,4,8364,0.23215984776403426,4182,0.11607992388201713,4182,0.11607992388201713,16728,0.4643196955280685,10455,0.29019980970504283,10455,0.29019980970504283,0.9444444444444444,0.0004780114722753346,0.05510388437217705
0,54984058,5,1455.5,3,35000.0,2,15,5,92,5,60058,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,36,36.0,0.0,0.0,0.0,0.0,27621.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,27621.0,0.0,0,36.0,0.0,0.0,36.0,0,0.0,3.6109179126442243,0.0,0.0,0.0,0.0,0,0,0,180.0,0,108.0,0,72.0,0,540.0,0,180.0,0,180.0,0.0,0.0,0.972972972972973
1,58990737,7,1242.5,3,71000.0,1,11,5,108,5,60005,173.20508080000002,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,37,9.25,0.0,0.0,1926343.2,481585.8,1600500.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3.3233884317427305,0.0,0,9.25,0.0,0.0,9.25,0,0.0,3.6375861597263857,0.0,0.0,0.0,0.0,0,0,0,64.75,0,27.75,0,9.25,0,101.75,0,46.25,0,46.25,0.0,0.0,0.9736842105263158
1,58994089,7,1239.5,3,79000.0,2,11,8,111,5,71003,1.0,1,0.09090909090909091,1,0,0.0,0,0,0.0,0,1,0.09090909090909091,1,152,13.818181818181818,129800.0,129800.0,241378.8,21943.52727272727,360500.0,0.006535947712418301,0.5,0.0,0.0,0.5,1,0,0,0,0.16905514805530983,2.7773283718923585,16.42778609535283,0.0011710233357216046,1,12.666666666666668,0.0011049356082046395,0.09090909090909091,13.818181818181818,1,0.6931471805599453,5.030437921392435,0.006557353629240481,0.0,0.006535947712418301,0.0,1,1,7,88.66666666666667,3,38.0,2,25.333333333333336,11,139.33333333333334,8,101.33333333333334,5,63.33333333333334,0.006493506493506494,0.0,0.987012987012987
0,58990628,7,1335.5,3,150000.0,2,11,9,105,5,350050,412.3105626,2,0.1,1,0,0.0,0,0,0.0,0,27,1.35,26,388,19.4,61361.666666666664,165000.0,8327017.199999999,416350.86,5000500.0,0.06940874035989718,0.07142857142857142,0.0,0.0,0.07142857142857142,1,0,0,0,6.785084198861414,30.305876934079187,12.010274194523834,0.006323062882969015,26,8.25531914893617,0.4709441474788128,1.35,19.4,729,3.332204510175204,5.963579343618446,0.07187423788399339,0.0,0.06940874035989716,0.0,4,4,189,57.787234042553195,81,24.76595744680851,54,16.51063829787234,297,90.80851063829788,243,74.29787234042553,135,41.27659574468085,0.06490384615384616,0.0,0.9326923076923077
0,58998166,4,1355.0,3,177000.0,2,8,5,87,5,151101,1.0,3,0.21428571428571427,1,2,0.14285714285714285,2,4,0.2857142857142857,3,699,49.92857142857143,509,201,14.357142857142858,0.0,0.0,363274.8,25948.2,202000.0,3.4603960396039604,0.004285714285714286,0.002857142857142857,0.005714285714285714,0.027142857142857142,1,1,1,0,0.0,0.0,7.784440368103834,0.0,509,0.28190743338008417,0.0,49.92857142857143,14.357142857142858,488601,6.551080335043404,5.308267697401205,30.829579792979718,0.0,3.4603960396039604,0.07920792079207921,4,0,2796,1.1276297335203367,2097,0.8457223001402525,1398,0.5638148667601683,5592,2.2552594670406734,3495,1.4095371669004209,3495,1.4095371669004209,0.7758046614872364,0.005714285714285714,0.22308546059933407
0,58985693,5,0.0,3,227000.0,2,15,-1,110,4,450080,183.0300522,7,0.7,2,7,0.7,4,38,3.8,20,15175,1517.5,8429,149,14.9,146850.0,249700.0,132001.2,13200.12,215400.0,101.16666666666667,0.00046125461254612545,0.00046125461254612545,0.002503953610964681,0.008895624670532419,1,1,1,0,0.08988784550326522,0.8626317075221965,16.316797362648018,0.001014633880600064,8429,0.00981231478432664,9.093653703413663,1517.5,14.9,230280625,9.62747051161485,5.0106352940962555,22025.465794806718,3.4157381291240783,101.16666666666667,0.8533333333333334,4,1,75875,0.0490615739216332,45525,0.029436944352979916,30350,0.01962462956865328,227625,0.14718472176489958,-15175,-0.00981231478432664,60700,0.03924925913730656,0.9902120717781403,0.002503953610964681,0.009722675367047308
0,58983409,5,1338.5,3,30000.0,2,15,5,110,4,71000,223.6067977,4,2.0,4,3,1.5,3,3,1.5,3,741,370.5,741,45,22.5,0.0,0.0,0.0,0.0,1645113.0,16.108695652173914,0.005390835579514825,0.004043126684636119,0.004043126684636119,0.025606469002695417,1,1,1,0,0.0,0.0,1645113.0,0.0,741,0.06056527590847914,0.0,370.5,22.5,549081,6.60934924316738,3.828641396489095,22025.465794806718,0.0,16.108695652173914,0.32608695652173914,4,0,3705,0.3028263795423957,2223,0.1816958277254374,1482,0.12113055181695828,11115,0.9084791386271871,3705,0.3028263795423957,2964,0.24226110363391656,0.9415501905972046,0.004043126684636119,0.05717916137229987
0,58992481,7,1259.0,3,74000.0,2,11,5,95,5,60036,207.3185954,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,46,11.5,0.0,0.0,118906.8,29726.7,100500.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3.380685354063718,0.0,0,11.5,0.0,0.0,11.5,0,0.0,3.8501476017100584,0.0,0.0,0.0,0.0,0,0,0,80.5,0,34.5,0,23.0,0,126.5,0,57.5,0,57.5,0.0,0.0,0.9787234042553191
0,59003975,4,1364.0,1,200000.0,2,8,5,90,3,60022,212.1320344,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,85,21.25,182600.0,182600.0,283074.0,70768.5,296500.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.3875581185207091,1.6237589060300874,4.189657974127273,0.0004654958077995192,0,21.25,0.0,0.0,21.25,0,0.0,4.454347296253507,0.0,0.0,0.0,0.0,0,2,0,85.0,0,21.25,0,42.5,0,170.0,0,106.25,0,63.75,0.0,0.0,0.9883720930232558
0,58994549,7,0.0,2,90000.0,2,11,2,114,4,151300,173.20508080000002,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,51,17.0,0.0,0.0,1294057.2,431352.39999999997,1012697.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,2.347719990151927,0.0,0,17.0,0.0,0.0,17.0,0,0.0,3.9512437185814275,0.0,0.0,0.0,0.0,0,0,0,119.0,0,34.0,0,34.0,0,187.0,0,34.0,0,68.0,0.0,0.0,0.9807692307692307
0,58989033,7,1335.5,3,126000.0,2,11,5,83,5,60051,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,96,19.2,124300.0,124300.0,601960.8,120392.16,510500.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.9685534307849495,4.106966154737291,4.2402741152404335,0.0007723188067674436,0,19.2,0.0,0.0,19.2,0,0.0,4.574710978503383,0.0,0.0,0.0,0.0,0,3,0,134.4,0,57.599999999999994,0,38.4,0,211.2,0,96.0,0,96.0,0.0,0.0,0.9896907216494846
1,54986575,7,1272.5,3,50000.0,2,11,5,79,3,60011,1.0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,14,4.666666666666667,0.0,0.0,29220.0,9740.0,29600.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,3.0387023919515452,0.0,0,4.666666666666667,0.0,0.0,4.666666666666667,0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0,0,0,32.66666666666667,0,14.0,0,9.333333333333334,0,51.333333333333336,0,23.333333333333336,0,14.0,0.0,0.0,0.9333333333333333
0,54988158,7,1347.5,1,392000.0,2,11,4,114,4,60018,1.0,1,0.03571428571428571,1,0,0.0,0,0,0.0,0,2,0.07142857142857142,2,447,15.964285714285714,219656.25,331100.0,71298.0,2546.3571428571427,3200500.0,0.004464285714285714,0.3333333333333333,0.0,0.0,0.3333333333333333,1,0,0,0,0.01159241109891498,9.666234774283376,1256.4001906738076,0.0020349886015599305,2,14.9,5.175183526301331e-05,0.07142857142857142,15.964285714285714,4,1.0986122886681098,6.104793232414985,0.004474265483074946,0.0,0.004464285714285714,0.0,2,1,14,104.3,2,14.9,4,29.8,22,163.9,8,59.6,8,59.6,0.0044444444444444444,0.0,0.9933333333333333
